No.,text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
1813,可能没对,4.533,4.167,0.419,0.292
1814,本来没对,4.778,4.563,0.671,0.768
1815,应该不对,4.0,4.5,0.0,0.5
1816,应该没对,3.688,4.214,0.496,0.589
1817,可能不适合,4.0,3.375,0.0,0.484
1818,应该不适合,4.0,3.889,0.0,0.737
1819,可能没兴趣,4.111,4.222,0.567,0.916
1820,本来没兴趣,5.05,4.813,0.85,0.348
1821,应该没兴趣,4.333,4.714,0.471,0.452
1822,可能不输,5.5,4.444,0.707,0.497
1823,应该不输,4.883,4.343,0.344,0.437
1824,应该没有输,5.444,4.444,0.685,0.497
1825,也许没错,5.3,4.222,0.9,0.629
1826,可能没错,5.444,4.0,0.497,0.0
1827,可能没有错,5.444,4.0,0.831,0.775
1828,应该没错,5.15,4.5,0.776,0.463
1829,应该没有错,5.778,4.389,0.416,0.458
1830,应该没有随便,4.757,4.763,0.354,0.458
1831,可能没有帮助,4.0,5.25,0.0,0.433
1832,应该没有帮助,3.857,4.643,0.226,0.44
1833,也许不愿,4.0,3.75,0.0,0.512
1834,可能不愿,4.0,4.389,0.0,0.458
1835,本来不愿,4.611,5.0,0.567,0.612
1836,应该不愿,3.938,4.444,0.3,0.437
1837,也许不愿意,4.0,3.944,0.0,0.762
1838,本来不愿意,4.722,4.875,0.749,0.484
1839,应该不愿意,4.0,5.0,0.0,0.535
1840,可能不愿意,4.0,4.95,0.0,0.789
1841,应该不严重,5.75,4.611,0.433,0.809
1842,没八卦,5.375,4.225,0.494,0.636
1843,没有八卦,4.944,4.0,0.724,0.267
1844,没有反对,5.611,4.875,0.614,0.696
1845,没有支持,3.778,4.55,0.681,0.466
1846,不打,5.05,5.871,0.076,0.597
1847,不能打,5.167,5.667,0.85,0.553
1848,没打,5.5,4.7,0.75,0.6
1849,没有打,5.313,4.25,0.609,0.354
1850,没有正面,4.444,4.875,0.497,0.781
1851,不同意,3.611,4.675,0.458,0.435
1852,不能同意,3.833,5.313,0.333,0.428
1853,不好笑,3.667,5.5,0.408,1.025
1854,没好处,3.722,5.0,0.416,0.943
1855,没有好处,3.4,5.125,0.397,0.415
1856,不安全,3.444,5.0,0.497,0.876
1857,没有安全,3.5,4.917,0.559,0.607
1858,没成功,3.5,5.0,0.527,0.632
1859,没有成功,3.214,5.563,0.452,0.583
1860,不死,6.111,5.833,0.698,0.624
1861,不能死,4.8,6.95,1.03,0.786
1862,没死,5.183,5.178,0.743,0.614
1863,没有死,6.167,5.429,0.471,1.178
1864,没死刑,5.0,5.917,0.577,0.449
1865,没有死刑,5.0,5.1,0.0,1.02
1866,没自信,3.25,5.778,0.354,0.749
1867,没有利益,4.325,4.556,0.399,0.497
1868,没希望,3.0,4.4,0.289,0.735
1869,没有希望,2.689,5.35,0.491,0.618
1870,不能忘记,4.9,6.1,0.393,0.715
1871,没忘记,5.938,4.563,0.165,0.464
1872,没有忘记,5.889,5.0,0.515,0.802
1873,没改善,3.8,4.967,0.409,0.766
1874,没有改善,3.5,5.357,0.433,0.58
1875,不能决定,4.167,5.167,0.577,0.687
1876,没决定,4.333,5.9,0.527,0.49
1877,没受伤,5.75,4.938,0.382,0.726
1878,没有受伤,5.3,5.288,0.525,0.451
1879,不能忽略,5.625,4.357,0.545,0.515
1880,不能忽视,5.25,4.75,0.479,0.707
1881,不能怪,5.233,4.529,0.677,0.381
1882,没有拒绝,5.722,4.813,0.82,0.496
1883,不放弃,6.5,5.875,0.577,0.599
1884,不能放弃,5.688,6.5,0.496,0.408
1885,没放弃,6.25,5.688,0.791,0.556
1886,没有放弃,5.85,5.563,0.572,0.39
1887,没朋友,3.056,4.5,0.497,0.802
1888,没有朋友,3.2,4.1,0.233,0.755
1889,不玩,4.643,5.35,0.489,0.566
1890,不能玩,4.063,5.125,0.3,0.82
1891,没玩,4.544,4.65,0.417,0.563
1892,没信心,3.363,5.189,0.387,0.486
1893,没有信心,3.143,5.429,0.226,0.416
1894,没勇气,3.478,5.4,0.452,0.49
1895,没有勇气,3.667,4.944,0.527,0.831
1896,不帅,3.986,4.786,0.217,0.525
1897,不是,3.688,4.971,0.44,0.07
1898,不相信,3.556,5.75,0.437,0.612
1899,不能相信,3.2,5.775,0.316,0.338
1900,不能苦,5.12,5.15,0.343,0.753
1901,没有重大,5.143,4.583,0.44,0.731
1902,不值得,3.444,5.722,0.55,0.533
1903,不值钱,3.688,5.333,0.496,0.782
1904,不能原谅,3.0,5.8,0.267,0.4
1905,不能容忍,2.986,6.6,0.304,0.414
1906,不差,5.5,4.571,0.612,0.562
1907,没差,4.625,4.0,0.331,0.559
1908,没有差,5.056,4.111,0.437,0.774
1909,没效率,3.8,4.511,0.611,0.409
1910,不高兴,3.0,6.417,0.0,0.731
1911,不能强迫,4.778,5.5,0.671,0.707
1912,不能得罪,4.714,5.875,0.589,0.82
1913,不能控制,4.929,5.643,0.863,0.44
1914,没救,2.688,6.278,0.428,0.583
1915,没杀,5.2,5.5,0.678,1.0
1916,不爽,3.063,7.175,0.165,0.205
1917,没爽,3.875,5.75,0.415,0.382
1918,不累,5.356,4.375,0.514,0.494
1919,不喜欢,3.033,5.788,0.481,0.605
1920,没有喜欢,4.05,5.167,0.855,0.639
1921,不能乱,4.833,5.083,0.256,0.837
1922,不干,4.5,6.2,0.5,0.98
1923,不想,3.967,3.856,0.766,0.782
1924,不能想,4.375,5.286,0.545,0.364
1925,没想,4.638,3.638,0.412,0.412
1926,没有想,4.644,3.4,0.46,0.462
1927,不爱,3.0,5.067,0.0,0.249
1928,没有感情,3.5,4.875,0.745,0.599
1929,没有禁止,5.25,4.625,0.354,0.65
1930,没经历,4.667,4.125,0.471,0.599
1931,没罪,5.5,4.625,0.471,0.524
1932,不能解决,3.522,4.522,0.408,0.498
1933,没解决,3.556,4.813,0.437,0.496
1934,没有解决,3.65,5.214,0.45,0.525
1935,没有遇到,4.929,4.5,0.175,0.577
1936,没遇到,4.25,3.778,0.844,0.671
1937,没违法,5.167,4.263,0.236,0.841
1938,没有违法,5.256,5.286,0.624,0.7
1939,没对,3.417,4.571,0.449,0.446
1940,不对,3.5,5.444,0.408,0.797
1941,没有对,4.333,4.725,0.672,0.421
1942,不满意,2.813,5.688,0.242,0.609
1943,没认真,3.95,4.5,0.723,0.463
1944,没有认真,3.55,5.056,0.472,0.797
1945,不能轻忽,4.938,5.688,0.768,0.556
1946,不确定,4.51,4.678,0.388,0.48
1947,不能确定,4.678,4.367,0.421,0.812
1948,没确定,4.186,4.922,0.242,0.394
1949,没有确定,4.389,4.875,0.515,0.484
1950,不能穷,5.083,5.5,0.344,0.707
1951,没有冲突,6.063,5.3,0.682,0.748
1952,不能质疑,5.5,5.571,1.049,0.678
1953,不适合,4.056,4.288,0.55,0.451
1954,不担心,5.857,4.688,0.515,0.556
1955,没兴趣,4.267,4.238,0.668,1.107
1956,没有兴趣,3.778,3.929,0.416,0.821
1957,不输,6.0,4.875,0.829,0.65
1958,不能输,5.533,5.811,0.452,0.468
1959,没输,5.538,4.833,0.444,0.624
1960,没有输,5.667,4.944,0.408,0.643
1961,没有错,5.889,5.389,0.698,0.698
1962,没错,5.65,5.125,0.421,0.263
1963,不能随便,5.2,5.422,0.245,0.437
1964,没压力,6.5,4.143,0.745,0.99
1965,没有压力,5.538,4.6,0.409,0.847
1966,没帮助,3.5,5.167,0.471,0.624
1967,没有帮助,3.425,5.333,0.561,0.377
1968,不愿,3.971,5.125,0.07,0.545
1969,不愿意,3.313,5.75,0.556,0.612
1970,不骗,5.944,4.875,0.685,0.599
1971,没骗,6.25,5.286,0.433,0.452
1972,不赢,3.643,5.1,0.58,0.755
1973,没赢,4.375,5.043,0.484,0.531
1974,没比较了不起,4.26,5.111,0.849,0.698
1975,没有太了不起,4.814,5.5,0.603,0.577
1976,没有比较了不起,4.583,5.978,0.449,0.567
1977,没有特别了不起,4.775,5.5,0.657,0.412
1978,不能怪小偷,4.5,5.5,0.316,0.632
1979,不完全支持,4.611,4.556,0.614,0.724
1980,不特别支持,4.286,3.944,0.647,0.55
1981,没有完全支持,4.429,4.389,0.416,0.614
1982,没有特别支持,4.813,4.083,0.658,0.344
1983,没特别支持,4.78,4.25,0.533,0.661
1984,不特别出色,4.563,4.5,0.634,0.333
1985,没有非常出色,4.438,4.429,0.682,0.678
1986,没特别出色,4.825,4.613,0.494,0.549
1987,没有最可怕,3.657,6.163,0.437,0.648
1988,不好打,4.5,5.875,0.408,0.893
1989,没有很正,4.167,4.8,0.236,0.872
1990,没很正,4.2,4.357,0.224,0.512
1991,没特别正,4.189,4.163,0.91,0.765
1992,不能太用力,4.756,5.225,0.409,0.968
1993,没有最白痴,2.667,6.25,0.745,0.791
1994,没好丢脸,4.0,5.05,0.5,0.087
1995,没有太多余,5.063,4.05,0.39,0.723
1996,不太好,4.0,4.625,0.25,0.545
1997,不更好,4.75,5.75,0.829,0.804
1998,不特别好,4.238,5.225,0.474,0.487
1999,不能太好,4.15,5.125,0.328,0.836
2000,不能更好,6.929,6.357,0.904,0.58
2001,不能很好,4.35,4.633,0.574,0.734
2002,没太好,4.15,4.525,0.925,0.526
2003,没比较好,4.063,4.875,0.3,0.65
2004,没有太好,3.938,5.5,0.3,0.5
2005,没有比较好,3.75,4.786,0.354,0.749
2006,没有完全好,4.613,4.225,0.42,0.393
2007,没有更好,4.7,5.363,0.616,0.543
2008,没有非常好,3.922,4.725,0.6,0.424
2009,没有很好,4.063,4.571,0.3,0.623
2010,没有特别好,4.129,5.038,0.205,0.579
2011,没有较好,3.856,4.26,0.587,0.943
2012,没完全好,4.086,4.4,0.348,0.524
2013,没更好,4.688,5.125,0.556,0.893
2014,没很好,3.563,5.278,0.464,0.478
2015,没特别好,4.525,4.538,0.529,0.545
2016,没较好,4.033,4.725,0.075,0.466
2017,没有很好笑,4.214,5.056,0.364,0.724
2018,没很好笑,4.322,4.167,0.461,0.577
2019,没比较安全,3.75,5.222,0.25,0.671
2020,没有比较安全,3.888,4.55,0.672,0.529
2021,没有最安全,4.722,4.688,0.885,0.899
2022,没有完全成功,4.5,5.278,0.577,0.533
2023,没完全成功,4.7,5.4,0.884,0.755
2024,没有更有力,4.75,4.714,0.707,0.525
2025,没有很有钱,4.0,4.5,0.25,0.378
2026,没很有钱,4.25,4.625,0.354,0.415
2027,不能太自由,4.429,5.643,0.562,0.639
2028,没有太自由,4.029,5.389,0.07,0.612
2029,没有更自由,3.75,5.929,0.829,0.821
2030,不很冷,4.743,4.167,0.545,0.373
2031,没有很冷,4.611,3.938,0.614,0.726
2032,没很冷,5.189,4.167,0.524,0.411
2033,不能完全否认,4.813,5.25,0.658,0.559
2034,没有最完美,5.163,4.725,0.367,0.466
2035,没有更完善,4.475,4.686,0.409,0.439
2036,没比较快乐,4.063,5.056,0.3,0.831
2037,没有比较快乐,4.125,5.143,0.599,0.789
2038,没有完全把握,3.722,5.571,0.583,0.776
2039,没完全把握,4.611,4.611,0.614,0.906
2040,不完全改善,4.313,4.778,0.348,0.916
2041,没完全决定,4.8,4.8,0.26,0.748
2042,没有更佳,4.257,4.786,0.41,0.364
2043,不很奇怪,5.071,5.5,0.678,1.09
2044,没好奇怪,4.825,4.7,0.303,0.872
2045,没有最奇怪,4.55,4.9,0.456,0.574
2046,不很怪,4.643,4.0,0.58,0.289
2047,不能完全怪,4.188,4.25,0.242,0.5
2048,没有好怪,5.3,4.7,0.4,0.4
2049,不完全信任,3.975,4.675,0.622,0.538
2050,不能完全信任,3.689,5.889,0.854,0.774
2051,没比较帅,4.467,4.45,0.525,1.093
2052,没有比较帅,4.189,4.363,0.697,0.543
2053,没有很帅,4.189,4.3,0.404,0.428
2054,没有特别帅,5.313,4.5,0.496,0.527
2055,没很帅,4.35,4.622,0.477,0.514
2056,没特别帅,4.813,4.722,0.609,0.583
2057,不特别挑剔,5.222,5.057,0.583,0.14
2058,不好炫耀,4.286,5.025,0.525,0.71
2059,不完全相信,4.278,5.167,0.749,0.782
2060,不能太相信,4.15,5.133,0.768,0.706
2061,不能完全相信,4.167,5.333,0.624,0.687
2062,没有更值得,4.133,5.586,0.394,0.479
2063,没有完全原谅,4.0,4.625,0.943,0.484
2064,不很差,4.5,4.611,0.5,0.657
2065,不能太差,3.9,5.657,0.733,0.437
2066,没太差,4.778,3.938,0.583,0.3
2067,没比较差,5.2,4.567,0.794,0.437
2068,没有太差,4.922,4.0,0.675,0.707
2069,没有比较差,5.178,4.788,0.707,0.341
2070,没有更差,4.286,4.813,0.525,0.864
2071,没有非常差,4.488,4.156,0.262,0.751
2072,没有很差,4.688,4.0,0.428,0.75
2073,没有特别差,4.667,4.222,0.577,0.416
2074,没有最差,4.417,4.5,0.449,0.408
2075,没很差,4.563,3.929,0.3,0.728
2076,没特别差,4.75,4.286,0.612,0.452
2077,没比较弱,5.0,5.3,0.707,0.748
2078,没有比较弱,5.438,4.65,0.536,0.676
2079,不能完全消灭,3.963,5.1,0.731,0.73
2080,没有完全消灭,4.083,5.167,0.186,0.408
2081,不完全真实,4.444,4.357,0.55,0.44
2082,没有非常讨厌,4.167,5.5,0.527,0.559
2083,不很高兴,4.0,5.71,0.775,0.893
2084,没特别高兴,5.088,5.0,0.528,0.408
2085,没有比较伟大,3.944,5.433,0.691,0.727
2086,不能太强,5.071,4.938,0.319,0.3
2087,不能很强,4.0,6.0,0.667,0.0
2088,没比较强,4.533,4.533,0.55,0.481
2089,没有太强,4.778,4.778,0.629,0.583
2090,没有比较强,4.3,4.411,0.406,0.593
2091,没有更强,4.77,5.456,0.87,0.636
2092,没有非常强,4.786,4.944,0.525,0.724
2093,没有很强,3.856,5.113,0.707,0.643
2094,没有特别强,4.6,4.278,0.397,0.853
2095,没有最强,4.571,4.844,0.495,0.826
2096,没非常强,4.25,4.875,0.791,0.217
2097,没特别强,4.757,4.711,0.565,0.543
2098,没最强,4.7,5.25,0.63,0.444
2099,没有太强烈,4.889,5.457,0.208,0.475
2100,没有非常强烈,5.111,5.6,0.614,0.583
2101,没有特别情绪,4.956,3.44,0.126,0.543
2102,不好控制,3.633,5.55,0.452,0.456
2103,不能完全控制,4.063,5.722,0.583,0.749
2104,不太清楚,4.367,3.89,0.476,0.808
2105,不完全清楚,4.125,4.2,0.217,0.245
2106,不很清楚,3.688,4.0,0.428,0.782
2107,没有太清楚,4.289,3.589,0.26,0.647
2108,没有非常清楚,4.267,4.713,0.389,0.603
2109,没有很清楚,4.222,4.25,0.629,0.935
2110,没很清楚,4.157,3.833,0.25,0.707
2111,没比较爽,4.286,5.167,0.364,0.373
2112,没有比较爽,4.538,5.35,0.485,0.507
2113,没有很爽,4.414,4.933,0.416,0.604
2114,没有最爽,5.429,6.5,0.416,0.5
2115,没很爽,4.644,5.1,0.641,0.831
2116,不太理想,4.043,4.843,0.354,0.25
2117,不很理想,3.643,4.729,0.44,0.547
2118,不能太粗鲁,4.413,5.138,0.66,0.873
2119,不能太贪心,4.756,5.056,0.442,0.369
2120,没特别喜爱,4.511,4.15,0.726,0.843
2121,不太喜欢,3.778,5.0,0.583,0.5
2122,不很喜欢,4.425,5.714,0.492,0.61
2123,不特别喜欢,4.071,5.333,0.863,0.667
2124,没有很喜欢,4.313,5.0,0.609,0.661
2125,没有特别喜欢,4.786,4.556,0.364,0.55
2126,没很喜欢,4.75,4.778,0.661,0.786
2127,没特别喜欢,4.744,4.489,0.596,0.569
2128,不能太寒酸,4.263,4.838,0.789,0.685
2129,没有完全悲观,5.067,4.513,0.854,0.542
2130,不太舒服,3.51,4.2,0.448,0.954
2131,不很舒服,3.722,5.313,0.583,0.788
2132,没比较舒服,4.389,3.675,0.689,0.663
2133,没有比较舒服,4.056,4.583,0.643,0.534
2134,不太想,3.813,4.167,0.348,0.624
2135,不好想,4.313,3.75,0.496,0.829
2136,不很想,4.1,3.333,0.2,0.471
2137,不特别想,4.533,3.486,0.481,0.464
2138,不能老想,4.771,4.088,0.219,0.951
2139,不能还想,4.7,4.5,0.4,0.408
2140,没有非常想,4.667,5.25,0.624,0.692
2141,没有很想,4.678,3.571,0.418,0.696
2142,没有特别想,4.778,3.7,0.629,0.6
2143,没有还想,4.5,4.444,0.463,1.066
2144,没很想,4.529,3.867,0.48,0.298
2145,没特别想,4.59,4.138,0.421,0.763
2146,不太爱,3.571,5.5,0.495,0.707
2147,不很爱,3.983,4.7,0.797,0.526
2148,不特别爱,3.944,4.929,0.685,0.562
2149,没有非常爱,5.42,5.529,0.739,0.577
2150,没有很爱,4.375,4.5,0.415,0.5
2151,没有特别爱,6.143,4.688,0.693,0.658
2152,没很爱,3.917,5.25,0.186,0.901
2153,没特别爱,4.533,4.671,0.71,0.602
2154,不能完全禁止,4.143,5.389,0.789,0.936
2155,没有完全禁止,4.333,5.0,0.408,0.707
2156,不能完全解决,4.25,4.95,0.354,0.82
2157,没有完全解决,4.375,5.25,0.415,0.854
2158,没完全解决,4.375,5.056,0.545,0.55
2159,不能太诚实,4.825,4.588,0.449,0.605
2160,没有完全诚实,3.625,4.722,0.484,0.629
2161,没有好游戏,4.383,4.25,0.41,0.382
2162,不好鼓励,4.583,4.688,0.449,0.556
2163,不太对,4.189,5.0,0.273,0.408
2164,不完全对,4.056,4.683,0.921,0.549
2165,没有完全对,4.833,4.688,0.408,0.496
2166,没有特别对,4.657,4.225,0.604,0.821
2167,不更惨,4.2,5.2,0.748,0.748
2168,没比较惨,4.171,4.411,0.767,0.401
2169,没有太惨,3.938,4.375,0.3,0.415
2170,没有比较惨,3.5,4.722,0.463,0.533
2171,没有好惨,3.7,5.075,1.034,0.719
2172,没有更惨,3.933,4.256,0.78,0.768
2173,没有最惨,3.05,5.043,0.684,0.57
2174,没更惨,3.556,5.275,0.55,0.792
2175,没最惨,3.943,4.775,0.484,0.452
2176,没比较慢,5.071,3.833,0.175,0.898
2177,没有比较慢,5.5,3.6,0.471,0.943
2178,不太满意,3.663,5.45,0.415,0.563
2179,不完全满意,4.525,4.938,0.585,0.634
2180,不很满意,3.433,5.763,0.437,0.587
2181,没有非常满意,4.278,5.667,0.786,0.624
2182,没有很满意,3.871,5.167,0.707,0.39
2183,不特别漂亮,4.65,5.571,0.667,0.495
2184,没有更漂亮,5.267,5.688,0.489,0.556
2185,没有非常漂亮,4.43,5.263,0.992,0.559
2186,没有很漂亮,4.45,4.5,0.48,0.608
2187,没很漂亮,4.429,4.875,0.623,0.781
2188,没太认真,4.125,4.125,0.415,0.82
2189,没有太认真,4.667,4.729,0.613,0.365
2190,没有很认真,4.28,4.633,1.055,0.522
2191,没很认真,4.45,4.55,0.51,0.507
2192,没比较轻松,4.188,3.714,0.242,0.525
2193,没有比较轻松,4.143,3.813,0.226,0.864
2194,没有最恶心,3.329,6.46,0.69,0.571
2195,不能太乐观,3.75,5.778,0.612,0.478
2196,不太确定,4.46,4.578,0.418,0.819
2197,不很确定,4.656,4.763,0.501,0.495
2198,不能完全确定,4.74,5.067,0.607,0.673
2199,不能很确定,4.778,4.5,0.533,0.433
2200,没完全确定,4.944,4.7,0.556,0.648
2201,没有最贱,2.733,6.75,0.616,0.433
2202,不太适合,4.083,4.25,0.344,0.25
2203,不完全适合,4.288,3.622,0.392,0.457
2204,不很适合,3.813,4.625,0.242,0.545
2205,不能太操,3.767,5.667,0.373,0.745
2206,没很操,4.3,5.983,1.092,0.518
2207,没有太积极,4.42,4.611,0.453,0.787
2208,没有更积极,4.611,5.9,0.728,0.791
2209,没有太兴奋,5.389,5.056,0.698,0.598
2210,没有非常兴奋,5.1,4.65,0.508,0.676
2211,不能太随便,4.729,5.814,0.357,0.638
2212,没比较优,4.256,5.0,0.523,0.673
2213,没有比较优,4.556,5.0,0.55,0.624
2214,没有比较优惠,4.2,4.563,0.26,0.591
2215,没有更优惠,4.722,5.833,0.711,0.471
2216,没有特别优惠,4.571,5.0,0.495,0.267
2217,没特别优惠,4.125,4.833,0.415,0.471
2218,不能太糟,4.083,5.444,0.534,0.797
2219,没有更糟,4.167,5.0,0.236,0.866
2220,没有太糟糕,4.575,4.688,0.676,0.556
2221,没有更糟糕,4.25,4.929,0.382,0.319
2222,不特别聪明,5.0,4.286,0.667,0.364
2223,不能太聪明,4.917,5.75,0.886,0.25
2224,没比较聪明,4.0,4.286,0.75,0.364
2225,没有比较聪明,4.563,4.357,0.464,0.693
2226,没有特别聪明,5.1,3.933,0.691,0.655
2227,没有最丑,4.929,4.375,0.562,0.65
2228,不能太丑,4.167,5.0,0.527,0.75
2229,不特别关心,4.125,4.575,0.217,0.593
2230,没特别关心,4.688,4.5,0.609,0.447
2231,没有最难吃,3.65,4.917,0.384,0.717
2232,没有太难过,4.478,4.675,0.413,0.538
2233,不好骗,4.683,5.363,0.72,0.524
2234,没太严重,4.938,5.25,0.808,0.661
2235,没有太严重,4.314,5.571,0.567,0.495
2236,没有更严重,4.54,6.525,0.408,0.728
2237,没有很严重,4.667,5.278,0.782,0.629
2238,没更严重,4.444,5.375,0.797,0.74
2239,没很严重,4.613,5.038,0.488,0.714
2240,没特别严重,4.167,5.688,0.408,0.428
2241,不能太烂,4.071,5.444,0.175,1.039
2242,没比较烂,4.714,5.063,0.749,0.682
2243,没有非常烂,4.0,4.875,0.289,0.65
2244,没有很烂,4.188,4.786,0.348,0.452
2245,没有最烂,4.144,4.85,0.483,0.555
2246,没很烂,4.643,4.878,0.693,0.766
2247,没有最蠢,3.214,5.2,0.839,0.469
2248,没太惊讶,4.963,5.975,0.07,0.438
2249,没有太惊讶,4.878,5.713,0.371,0.571
