text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
原先的追诉权时效为30年,5.0,3.6,0.0,1.744
就像之前最终回聚来的元气弹也是需要靠灯花转换成其他人的魔力,5.333,5.0,0.471,0.0
还有人学成这样,3.667,4.333,0.943,2.357
讲效率讲结果不讲程式也不讲究做人准则,3.0,5.0,0.707,2.236
0后就发各种小散文宛如已夺冠,6.333,3.667,0.471,1.247
台湾人降有点自甘堕落,3.0,5.75,0.0,0.433
他是从泥淖奋力往上爬,6.333,5.5,0.471,1.118
下一个遭殃的就是你自己,2.75,6.5,0.433,0.5
假日的台铁列车总是挤满了人,4.5,4.2,0.5,2.315
在尚未碰触到肌肤之前就已离我们而去,4.333,4.667,0.943,1.886
尤其善于从字面上,6.0,3.667,0.816,2.055
充满了女性的妩媚,6.0,5.0,0.0,1.414
不过几百年的领先而已,5.0,3.0,0.0,0.0
最使人颓废的往往不是前途的坎坷,3.5,6.0,0.5,0.707
那三分钟全国默哀时流量,5.0,1.0,0.0,0.0
经常仅仅因为盲目和自负,3.0,6.0,0.0,0.816
让我感到一片哀伤,3.4,4.75,0.49,0.433
不断的在心里哭泣,3.0,5.0,0.816,1.633
我的人生遇见了重大挫折,3.0,6.333,0.707,1.247
会让生命变得贵重,6.75,5.0,0.433,0.707
看到这个讯息的时候真的很气愤,2.667,7.5,0.471,1.5
这段时间内我的郁症会稍微缓和些,6.0,4.5,0.0,0.5
为历史特级教师点赞,7.0,3.667,0.0,0.943
制止唔到架但系,4.0,6.0,0.0,0.0
考前自暴自弃给予自己能量,6.0,6.0,0.0,0.0
真实98乖巧伶俐,6.0,4.0,1.0,1.0
在青草地上跳舞又是一番欢欣,7.0,5.667,0.0,0.471
地震来时伴随著低沉的振动和声响,5.0,2.333,0.0,1.886
迸发澎湃的激情,7.25,6.75,1.09,0.829
也不像秋雨那样的缠绵,5.0,2.75,0.894,0.829
它独有它那粗犷,5.667,3.667,0.471,1.247
你们国际社会不要逼的太紧给中共内部的改革派开明派多点空间云云,4.5,6.333,1.118,0.943
睇?福山?事业遇上非常严峻?考验,4.5,5.333,0.5,1.247
幸亏美国之音把你开除了,5.0,4.0,0.0,3.0
自以为是时代里保持清醒并不懈呐喊的那部分群体,3.75,6.0,0.829,0.707
我的大脑降级了,3.667,4.333,0.471,0.471
无意义房间的关卡可能会越来越多,3.5,4.0,0.5,2.0
是不是因为生育率持续低迷,4.0,4.75,0.0,0.433
中国经济增长一直平稳,5.667,4.333,0.471,0.471
下一轮银行风暴的洗礼,4.0,4.0,0.0,0.0
他的话语简直像镇定剂一样,6.5,5.5,0.5,0.5
睡眠质量下降等症状并非疾病,5.667,4.0,0.943,2.16
总之我有点沮丧,3.333,5.333,0.943,1.7
郭教主是低眉顺眼,4.0,4.0,1.414,1.414
土城四姨丈的手艺,5.0,2.8,0.0,1.6
被孕妻赶出再婚,3.0,5.0,0.0,0.816
看似保险公司帮你作假,3.0,4.75,0.0,1.92
本来清国也能从中获利,4.333,3.667,0.471,0.943
但他们自命不凡,3.0,6.0,0.0,0.0
大概就有人包围官邸了,4.667,3.5,0.471,2.062
义眼的军务尚书只是一副学究般的沉著态度指出事实,5.0,4.0,0.0,0.816
但是这一次他们受到各个政党前所未有的热烈追捧,7.0,5.0,0.0,0.707
有些聊天真的是需要耐心,4.0,4.667,0.0,1.247
听到时满脑子的疑惑,4.0,5.0,0.0,0.0
今天被扣到欠费才被告知换套餐了,3.0,6.0,0.707,0.707
也不会到中国人那种充满敌意或蔑视的态度,3.0,3.667,0.0,1.247
更像是一种傲慢的自我表现,3.4,4.5,0.49,0.5
我越发的像是一个无庸的雕刻家,3.75,5.75,0.829,0.829
可以多一个默默守护的牵挂,6.6,4.0,0.49,0.0
野心利己的俄国到了?后退,3.667,6.0,0.471,0.816
不是煽动台湾反华,4.5,4.5,0.5,1.803
颠倒是非黑白的品德郭文贵简直信手拈来,3.5,6.5,0.5,0.5
加征关税只会让全人类落入无销烟的世界大战,3.0,4.6,0.0,1.2
退出共产党网址,5.0,4.333,0.816,0.943
都是压榨亿万底层中国人民的沉重枷锁,2.5,6.5,0.5,0.5
却是让中国百姓极大受惠,7.0,6.333,1.0,0.471
除掌握中共军权警权法权外,5.0,4.667,0.0,1.886
但有哪一个企业主可以不顾公司股东权益的,3.75,6.0,0.829,0.707
养活了多少中国工厂,5.75,3.8,0.433,1.6
我国企业发展活力充沛,8.0,7.5,1.0,1.5
一旦废除收费站,4.4,6.25,0.49,0.829
结果在经济趋缓时来不及煞车,3.5,5.0,0.5,1.0
变得跟狗一样顺从,3.667,3.667,0.943,3.091
盼扺消可能的赤字,5.667,6.0,0.471,0.816
美国大型车厂通用汽车,5.0,1.8,0.0,0.98
然后又是一波倒闭潮了,2.0,6.5,1.0,1.5
再坚信的心也会被摧毁,3.0,4.333,0.0,0.471
尽吹毛求疵之能,4.0,5.0,0.0,0.0
并不是尽如人意的,3.5,3.5,0.5,1.5
李白最后背离官场,4.0,3.5,0.0,1.5
于是热衷于奔波,6.75,3.6,0.433,1.855
埋怨老天的不公,3.0,6.75,0.0,0.829
即使没有人为你鼓掌,5.5,3.5,0.5,0.866
李亚蒨腿断变瘸腿,3.0,4.5,0.0,0.5
圣经那么多则斥责人的话,3.5,6.0,0.5,0.707
圣母婊就是装成圣母的淫妇,2.75,4.25,0.433,1.479
在办公室里作为解压工具被小便浇在精致妆容的脸上,3.0,7.5,1.0,0.5
老害议员选?睡眠妨害,4.0,4.5,0.0,1.118
但是在公领域人与人难免得互相体谅一下,4.0,4.0,1.0,1.0
终院驳回刘梦熊上诉,6.0,5.0,1.0,2.0
蓄起长胡子令外表专业整洁的,6.0,4.333,0.0,0.471
中描述了这些祖先一千年没跳过舞的女人是如何为共党迫使教唆而起步的,3.667,5.333,1.247,1.7
古人礼乐歌舞完备,6.333,3.667,0.471,1.886
滋养我们的灵魂,6.333,5.0,0.943,0.0
而且因为这种事业不是一帆风顺的,4.0,3.8,0.0,1.939
冠冕堂皇的理由经不住推油的按摩,3.75,3.2,0.829,1.6
能跟他匹敌的国内电影也就三大战役了吧,5.75,6.25,0.433,1.479
立法院三人的台联党瘫痪了国民党六十多席次,3.4,5.0,0.49,0.0
郭董有什么巨集大计划也徒然,4.0,3.8,0.0,2.04
但是深切又平淡的,6.5,4.0,0.5,1.414
我并非不赞同普世价值观,4.0,4.5,0.0,0.5
碎片化修补也不行,3.5,6.0,0.5,1.0
必须是全面的系统的改革和改进,6.667,4.333,0.471,2.055
不需要害怕弄痛我,6.667,5.0,0.471,0.816
印表机被我弄坏了,3.0,5.667,0.0,0.471
损坏是一件显而易见的?,5.0,4.0,0.0,0.0
但封赏那无赖和要齐王的封号几件事确有几分调皮,4.333,5.667,0.471,0.471
这千钧的重担压在你们领导身上,4.667,5.333,0.471,0.471
心里真是非常忐忑,3.2,5.8,0.4,1.6
被先生一直催促去看牙,4.5,6.333,0.5,0.471
老袁这期节目里的那位在美国的狗屎中产阶级怎么那么缺德阿,2.667,6.0,0.471,2.16
果然上学太摧残精力了,3.667,5.333,0.943,0.471
每天都在极度困倦中度过,3.333,4.333,0.471,0.943
利用乌克兰东部恐吓乌克兰,3.333,5.667,0.471,0.943
取得了显著的生态,6.75,3.0,0.433,1.0
却去信什么神童的刑法37条,3.667,4.667,0.943,2.625
传统文化已经灭绝了,3.0,5.75,0.0,0.433
最奇特的就是都是简体字呢,6.0,6.0,0.0,0.0
诽谤任何政治人物,3.5,5.333,0.5,0.471
国家乃至社会个人才会有光明的前途和未来,6.5,5.0,0.5,0.707
保留可以转圜的余地,6.0,4.75,0.0,0.433
中国传统文化及乎无一可取,2.0,6.333,0.816,0.943
坐过牢的人都很固执的,4.667,5.0,0.943,0.816
只要不是蓄意的反动的言论,4.6,3.0,0.49,1.0
恰巧老巫婆看过这篇小说,5.0,2.5,0.0,1.5
是我的占有欲在作祟,3.4,6.0,0.49,0.0
以及激进左翼政治人物桑德斯表示,5.0,2.8,0.0,1.6
我看他们这辈子难分离,5.5,4.0,1.118,0.816
每每总觉得惋惜不止,3.0,6.0,0.0,0.0
这就是一个非凡的赛季,6.5,6.0,0.5,1.0
习近平心智不全,3.5,5.667,0.5,0.943
走私动物屡禁不止,3.25,5.0,0.433,1.414
松绑不合时宜法规,6.0,5.0,0.0,0.0
再准确的预警都于事无补,3.0,3.25,0.0,0.433
过人和组织进攻很流畅,6.333,4.333,0.471,0.471
电视台我只认攻势,5.4,6.0,0.49,0.707
有可能会为以色列自己的亡国自掘坟墓,3.0,6.0,0.0,0.707
向往大城市的繁华,6.0,5.667,0.816,2.625
还结合日本印度与菲律宾军舰闯入中国南海,4.0,3.8,0.0,2.4
共匪有何报复美国的能力,4.25,4.5,0.829,1.118
因应苹果要求供应链全数以洁净能源生产,6.0,5.0,0.816,1.633
而且貌似新院头一回以负心人的形象出现,4.0,2.0,0.707,0.816
实施30分的警报发放,5.0,2.333,0.0,1.886
赖清德马上允诺,5.6,5.2,0.49,1.6
却造就2001年科网股爆破之失,2.0,6.5,0.0,0.5
得其善言不狂喜,6.6,3.8,0.49,1.47
灵魂的崇高情感,6.667,3.667,0.471,1.7
的身份有很高的期许,6.333,5.333,0.943,2.494
在支那人观念中只有压倒别人,3.0,6.333,0.707,1.247
我的祈祷仍纯洁,6.333,3.333,0.471,1.7
文贵呢这几天活动非常频繁,5.0,3.4,0.0,1.625
奉天命不敢为傲3,4.667,4.0,0.471,2.16
它在咖啡馆里喋喋不休,4.0,6.0,0.0,0.894
远方留下的只有一种狂躁,3.333,3.667,0.471,3.091
奋斗进取与悲观的人无缘,5.0,5.0,0.707,0.707
我说你知道大淆我升级多少理性才只是无能狂怒不来物理的,4.667,5.667,0.471,0.943
旨酒虽酷烈芬芳,5.333,3.0,0.471,1.633
雷欧弟弟能说话但就无法看见孩子们那里我哭得肝肠寸断,2.6,7.5,0.49,0.866
剧情突然变味了,4.0,5.0,0.0,1.414
大饥荒的发生是分分钟钟的事情,3.0,5.25,0.0,1.09
气质漂亮的良家少妇苏小小偷偷兼职做楼凤,3.0,4.0,0.0,0.816
辛酸并娱乐地去感恩,6.0,6.0,0.0,0.0
我们忆起了那些我们忘却的艰辛,5.667,4.0,0.471,2.121
贿赂120万美元入名校,3.0,1.667,0.0,0.471
烈酒还是无酒精饮料,5.0,2.333,0.0,0.943
可以使劲的舔阿言的颜,7.0,6.333,0.0,1.7
是纪念青春的依恋,6.5,4.4,0.5,1.855
这样的典范永留我心,7.0,6.333,0.0,0.471
还要占领别人的国家,3.0,6.0,0.0,0.0
铲除邪教伊斯兰,2.5,6.75,0.5,1.299
赞扬台湾是民主典范,7.0,6.0,0.0,0.0
马上就找我们开枪,4.0,6.5,0.0,0.5
一只小虫不偏不倚掉在眼球上,3.5,4.75,0.5,1.299
将护肤重心放在舒缓镇静上面,6.0,1.667,0.707,0.471
脑子像触电一般停顿了半分钟,5.0,3.0,0.0,0.0
麻木就是没知觉,4.667,4.667,0.471,0.471
但是我被自己囚禁了,3.0,4.0,0.0,2.0
放在一起更是引人注目,5.333,6.0,0.471,1.414
女病人医院发狂抢剪刀,3.0,5.333,0.0,0.471
就是让世界科技停滞不前,3.0,5.5,0.0,1.5
其狼子野心可见一斑,3.333,6.333,0.471,0.943
也照样免不了痛苦的侵袭,3.0,6.0,0.0,0.0
后被警方告知已经关押,3.6,5.5,0.49,0.5
警方追截可疑私家车连开三枪,4.667,6.667,0.471,1.7
别觉得孩子受罪了,4.4,5.5,0.49,1.5
需要向政府有关部门批准,5.0,3.5,0.0,1.118
祝郭文贵安然入睡,6.5,5.0,0.5,1.0
可惜他的这张嘴,3.6,4.75,0.49,0.829
台男从此不知去向,4.0,5.5,0.707,1.658
坏运气快结束吧!,5.0,6.25,0.707,0.433
听说有老婆故意把老公伺候得超周到,4.5,7.0,0.5,1.0
那时其实用不到这样冲撞大门,4.0,5.0,0.0,0.707
即便明月亦无明亮,4.0,3.0,0.0,1.414
从中可以照见恶和善,5.4,2.8,0.49,1.6
身为老师的严肃,5.667,5.333,0.471,0.471
非常出乎意料的国家,5.0,5.8,0.0,2.315
晚上也要黏著达米安睡觉,5.333,3.333,1.247,1.247
机智的我跑到他们两人面前,6.0,4.0,0.0,1.414
那为什么现在我们国家步步走向繁荣,6.333,6.0,0.471,1.414
财神也经常惠顾,7.0,5.5,0.0,0.5
特赦不同党的叫宽大,6.25,5.0,0.433,0.707
一句坏话也不可出口,4.8,5.5,0.98,1.118
大家都是顾虑这些还有觉得还能在他身上多少学到一些观点所以才不放胆呛他吧,3.667,5.333,0.471,1.247
我不肯缴纳罚金,3.0,5.667,0.816,0.471
可浑身上下就是尼玛赵本山式的土鳖暴发户气质,4.0,6.5,0.0,1.5
食物都遭受莫大的污染,3.0,6.5,0.0,0.5
特太阳是如何升起的,5.0,3.333,0.0,1.7
黑橘的工作人员埋伏在各个伺服器内,4.75,5.0,0.433,1.225
是不是也够惬意,6.0,4.25,0.894,0.829
就是你口中丧心病狂的民进党在80年代做的事吗,4.0,6.0,0.816,0.816
所以感觉时间过得格外的快,4.75,5.5,0.433,0.5
我们的国家安定团结,7.6,5.75,0.49,0.433
魔幻写实的人生,6.0,4.0,1.0,2.0
白金汉宫与女王最近的距离,5.0,4.0,0.0,1.789
就是必须皇上位置稳固,5.0,5.5,0.0,1.658
深圳特区的奠基人,6.0,2.5,1.0,1.5
他在贸易战中表现漏洞百出,3.0,3.6,0.0,1.855
而人生也会被绊所牵制,4.0,5.0,0.707,0.0
当年的镇压者和被镇压者有些至今活跃,6.0,3.5,1.0,1.5
还规避社会的监督,3.5,5.0,0.5,0.0
中国社会变得经济上愈发具有剥削性和权贵化,3.5,5.0,0.5,0.0
走失在彰化埤头,3.5,4.5,0.5,0.5
燕太不像活泼的姐姐那样,4.0,3.2,0.0,1.833
例如我日文没有那么流利我会不会什么都不行,4.0,3.6,0.707,1.855
就会安于?体制,5.0,4.333,0.707,0.471
但如果你主张拆掉屋顶他们就来调和,4.5,2.333,0.5,1.247
而且一直很阴沉,3.0,6.0,0.0,0.816
小土坡里埋葬著男子姐姐幼小的尸骸,3.0,4.0,0.0,0.707
这个人扮猪吃老虎情结很重,3.333,6.667,0.471,0.471
您的大脑由于硬体问题无法相容国际版韧体,4.0,4.0,0.816,0.816
除了哄骗部分无知之人为其捐款之外,3.25,5.75,0.433,0.829
一只年轻的猎豹以闪电般的速度追赶一只野,5.0,5.5,0.0,2.5
阵痛和子宫整天互相排斥,3.0,7.0,0.707,0.0
麦田和河流整天互相侵占,4.6,4.5,0.49,0.866
结果只有沦为倾销地一种可能,3.0,5.667,0.707,0.471
直到最后我也还是胆小鬼嘛,3.6,6.6,0.49,0.49
也佩服欧崇敬的预测神准,7.0,5.2,0.0,1.6
不需要解释安抚,5.0,2.25,0.0,0.829
削减制造业产能,4.0,4.667,0.816,2.055
感觉华人孩子在公共场合比较守规矩,6.6,4.75,0.49,0.433
出游的时间拿来健身以填补我这无法忌口的口腹之欲和内心空虚以免跟腹肌说再见,6.667,5.0,0.471,1.414
继续整理手头琐事,5.0,2.333,0.0,1.886
整天都会满脸红光,6.5,4.5,0.5,0.5
两天的假日根本不够弥补身心灵的创伤,3.5,4.75,0.5,0.829
至少是烦躁而不是易怒状态,6.0,4.5,0.0,0.5
几度挣扎亦是枉然,3.0,6.0,0.0,0.707
曾盼其能悔悟反省,5.333,4.333,0.471,0.943
漫不经心地点燃,4.5,4.5,0.5,0.5
然后沈浸在某案又得奖的虚荣感里继续过著同样的生活,3.5,5.0,0.5,0.0
鸟啼而欣然有会,7.0,7.0,0.0,0.0
路上很乖不哭闹,6.8,3.2,0.98,1.47
也没有这种魄力,4.0,4.5,0.0,0.5
为什么把折叠伞收整齐那么难,4.5,3.5,0.5,2.5
神经质的行为也会由此而生,3.5,5.0,0.5,0.0
是你独一无二的证明,7.5,5.5,0.5,0.5
不同于传统的手术切除和抗癌药物或放射疗法,5.0,3.25,0.0,1.785
也只能局促益州力竭五丈原,4.667,4.333,0.471,2.494
何止很少充分活,3.5,5.333,0.5,0.471
我就是吃了炸药,3.0,6.75,0.0,1.09
一个长期直播的人活那么寒酸,3.0,6.0,0.0,0.707
不过叫你心里留神,5.0,6.0,0.0,1.0
我是不评价高傲国家的,4.0,4.0,0.0,0.816
我最不稀罕人家的钱,4.5,5.75,0.5,0.433
肿瘤细胞转移到淋巴结,3.0,3.6,0.707,1.744
精疲力竭的绝境,3.0,5.667,1.633,3.399
滥用沉默在咆哮,3.0,4.667,0.0,0.471
就不和你说什么啦,4.333,5.333,0.471,0.471
还遭到无数人的疑心,3.0,4.6,0.0,1.356
而要遵从圣灵的引导,6.667,5.0,0.471,2.16
也是第一次我觉得去韩国工作没有狱祢O人厌倦,7.0,5.0,0.0,0.0
没有宝二苏特很可惜但我该知足,6.0,6.0,0.0,0.0
只要每天都会彼此挂念,5.333,6.0,0.471,0.0
目的是用来麻痺中国人,3.0,5.75,0.707,0.433
我给新手的建议是,5.5,3.5,0.5,0.5
但独吞我们地方农产外销的功劳这个我就不能忍受了,3.0,7.5,0.0,0.5
这样俄版混合战在国土掠夺上的应用就弄完了,5.5,2.0,0.5,0.816
国家就是个空洞的概念,4.0,3.0,0.0,1.581
那个人真是古怪,4.0,5.25,0.0,1.299
谣传南坑改革派与包恶斗,3.667,4.333,0.471,1.247
光明磊落者不惧毁谤,6.333,6.667,0.471,0.943
恶行招致异熟果,3.5,3.4,0.5,1.744
袁氏以纸之假言告师长处,4.75,4.6,0.433,1.2
大意我身居海外,5.0,6.333,0.0,0.471
依靠嘴巴来收集恶运,3.333,5.0,0.471,0.816
人不犯我我不犯人,5.0,5.0,0.0,0.0
西亚某国也是不断被骚扰,3.6,5.0,0.49,0.0
非常具有侵扰性的颜色,4.333,4.667,0.471,0.471
应该适时的放下了,5.0,4.5,0.0,0.5
俊美的像个妖孽,6.667,6.0,0.471,0.0
博古王若飞叶挺罹难,2.6,3.25,0.49,1.479
即使是深绿都很难挑剔他,6.0,5.333,0.0,0.471
辩证法的始祖是伊甸园那只蛇,4.5,2.5,0.5,1.5
他被逐出议事厅后,3.0,5.75,0.707,1.299
天天信奉你那个骗神,3.333,7.0,0.471,0.816
我倒觉得这两个宗教其实有许多互惠融通的东西,6.4,4.5,0.49,0.866
愿你速速显明你的公义和你的信实,7.0,5.333,0.816,0.471
你说全球粮食过剩,4.5,4.0,0.5,2.0
就形同叛乱或内乱,3.0,7.0,0.0,0.816
是在日本投降前两三天!,4.0,7.0,0.707,0.0
地理隔绝的环境加上日本国内大多数权势者和民众都是保皇派,5.0,4.0,0.0,1.414
终止后的第九天清晨,5.0,3.667,0.0,2.055
又令卡特连任失利,3.6,3.25,0.49,1.299
圣水都是自己哀求才有,4.0,5.5,0.0,0.5
平常无害温和像个女仆,6.333,3.0,0.471,1.414
人生最大的哀痛,1.6,7.4,0.49,1.356
卓越非凡之事不可胜数,7.75,5.75,0.433,0.829
逝世日是我的生日,3.667,3.333,0.471,0.471
第四集太逆境了,3.667,6.0,0.943,1.581
疲倦时靠一靠,5.6,2.75,0.49,0.829
还没逛完一圈腰跟膝盖已经在哀号了,4.0,5.667,0.0,1.247
品行方面半斤八两,4.0,5.0,0.0,0.707
是如何把你培养得如此从容,6.5,4.6,0.5,1.2
恍惚觉得在哪听过,5.0,4.667,0.0,1.247
突如其来的风和日丽,6.75,6.0,0.433,1.871
两个人之间走到尽头原来不是咬牙切齿的恨意,4.667,4.667,1.247,2.055
是血腥共畜的走狗与鹰犬,2.5,6.0,0.5,0.707
泛起袅袅的烟雾,5.0,3.0,0.0,0.0
一切的悲欢离合,5.0,3.333,0.0,0.471
但却是以温文谦和的形象深入民心,6.667,4.333,0.471,1.7
但这8位有4位落选,4.0,4.0,0.0,0.816
台湾要还陈前总统一个清白,6.0,7.0,0.816,0.707
天啊突然感到拮据,3.0,6.667,0.0,0.471
其实是个热心肠的同学的,7.0,4.667,0.707,0.471
他就是懦夫又如何,3.333,7.0,0.471,0.816
围殴至牙齿移位,3.0,4.5,0.0,0.5
手段却极为粗暴,2.6,6.25,0.49,0.829
碰撞的力道开始加速,5.0,5.5,0.0,0.5
在酒精弥漫的微醺下沉醉一番,6.75,4.25,0.433,0.433
一些人借助网路表发一些不实言论,3.5,5.0,0.5,0.0
制造过最触目惊心的饥荒,2.5,5.333,1.118,0.471
清除一大批害群之马,6.5,4.5,0.5,0.5
老实说有很泄气也有很温暖的部分,5.333,5.667,0.471,0.471
即使说了那么多丧气的话,3.75,5.75,0.829,0.433
那么美方就会大受鼓舞,6.0,5.75,0.0,1.92
美国和中国应该齐心协力,5.667,4.333,0.471,1.247
让减税降费红利切实惠及企业,6.667,4.0,0.471,2.16
哥哥们的立场真的为难,3.5,5.0,0.5,1.0
广华医院发生弃婴疑云,3.5,4.5,0.5,0.5
女方还是觉得不气派,3.5,5.0,0.5,0.707
这也包含坦白承认,5.5,5.333,1.118,0.943
遐方不许贡珍奇,4.8,5.6,0.98,1.2
撒著散漫沉醉的光芒,5.0,4.333,0.816,0.471
约束前奏一出来我感觉我的眼眶马上就湿润了,6.333,8.0,0.943,0.816
贵妇极致无瑕美肌,6.75,5.0,0.829,0.707
也像法国一样罢工的时候,3.5,3.8,0.5,2.315
王传彰先生近几年潜心调煮咖啡颇有心得,6.75,5.0,0.433,0.707
闪烁散播出瘟疫,2.75,3.8,0.433,2.135
双方的贸易协作不光影响两国本身,5.0,1.5,0.0,0.5
都苛求彼此不得,4.5,4.5,0.5,0.5
只有不息的奋进,6.25,4.0,0.433,1.225
这样是否合乎情理呢,4.5,5.667,0.5,0.471
文贵没吹出几十亿几百亿已经旧嘴上留情了,5.25,4.75,0.829,1.09
更不会找寻上师的过失,4.0,5.0,0.0,1.414
装作若无其事可以吗,3.75,6.5,0.829,0.5
只系变得更加老练,6.0,4.333,0.707,0.471
啊啊!!你总是英俊乖乖,7.5,7.0,0.5,0.0
成了肥沃的土壤,6.333,5.0,0.471,0.0
我会毫不犹疑的下嫁于他,5.5,6.2,0.5,2.135
我急于脱离金宝罐头汤的日子,4.5,3.75,0.5,2.385
奸淫女性样样来,3.0,6.0,0.0,0.0
也是应了我一贯的让暴风雨来得更猛烈一些所愿,4.5,5.0,0.5,2.828
罪恶活动的无底线势利眼小人们在暗地里又开始了更加激烈的像恶狗疯狗一样的吠叫,2.0,7.667,0.816,1.247
一次难忘的旅行,8.0,7.0,1.0,1.0
为何满纸荒唐话,3.667,6.333,0.471,0.943
英国可口可乐6月推出首创4款酒味可乐,5.5,2.5,0.5,0.5
倒霉是一种传染病,3.0,3.5,0.0,2.062
家家来学广东话全场感人大合唱,6.5,5.0,0.5,0.707
中共扣押你们还要管你们吃喝,3.5,5.75,0.5,0.433
你哭喊多少年它们都装作没看见,3.0,4.25,0.0,2.385
永隆前高层妻哭诉,3.0,5.333,0.0,2.494
中国网红文化兴盛,6.0,3.5,0.0,1.5
评审都是女人和同性恋女权自助餐,3.0,6.0,0.0,0.0
我只知道她没有哽咽,4.667,3.75,0.471,2.278
昨天半夜唐突睡著所以没有发,4.0,3.5,0.0,1.5
