text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
忙碌的现代人学得简易按穴法,5.6,4.5,0.49,0.866
我也就心灰意冷,2.667,4.333,0.471,0.471
却看著摇摇欲坠的模样心生胆怯,3.4,5.2,0.49,1.47
一个失手就是下辈子再见了,2.75,5.8,0.433,1.6
能掀起什么大风大浪呢,4.667,4.667,0.471,0.471
越是艰险越向前,7.333,6.667,0.471,0.943
最催眠的莫过于艰涩,5.0,3.75,0.894,0.433
30即将要开采啰,5.0,4.333,0.0,2.494
为我们应援的所有人致上谢意,7.4,6.0,0.49,0.707
这篇文章把韩粉习性深度剖析到出神入化的地步,6.25,6.5,1.299,1.5
涉及社会全方位的弊病,3.5,3.75,0.866,0.433
这么激烈肉质一定很鲜美,7.0,6.0,0.0,2.0
每一刻都是时髦者的独苗,6.0,3.75,0.707,1.785
简姓爸爸上网求助,5.0,1.333,0.0,0.471
发现楼在垂直下陷,3.6,6.0,0.49,1.0
从广阔无边的网路世界四面八方收集而来,5.333,4.333,0.471,0.471
原本意气风发的人愣了愣,4.0,5.0,0.0,0.0
留下的却不是沈重,5.333,2.667,0.471,1.7
懒懒散散又一年,4.0,3.0,0.0,1.581
这冰淇淋蛋糕有够难吃,3.0,7.0,0.816,0.816
看起来倒像是寄生虫卵,4.4,4.6,0.49,0.49
但为什么这么难熬,3.5,6.25,0.5,0.433
看到第四季总算有点禷i了,4.333,4.5,0.471,1.118
住在旅馆被警察半夜突袭,3.0,5.0,0.0,0.707
建议找后路撤退,5.0,4.0,0.0,1.581
当白日总是太严酷,3.5,5.0,0.5,1.581
海浪声不断带给我灵感,6.6,4.25,0.49,0.829
在盼与忧之间踌躇,3.5,4.25,0.5,0.829
看了就不敢恭维,4.0,5.2,0.0,1.6
都会欢天喜地的赶快去量体重呢,6.75,6.4,0.433,1.744
衣服全白计划宣布暂停,4.667,4.667,0.471,1.247
但饼干类不得他欢心,4.0,4.5,0.0,0.5
我与妳分隔两地,4.667,2.0,0.471,1.414
就是我的抵抗策略,5.667,5.667,0.471,2.867
冀望能和长达九年的考试生涯告别,6.333,6.0,0.471,1.633
看到一条条关于我虚假的流言蜚语,2.75,3.75,0.433,1.479
将依公投废止条文和废核游行两件事并陈,5.0,4.0,0.0,0.0
牛油胶有时会产生变质或是位移的状况,4.667,4.0,0.471,0.816
他是一个多才多艺的人,6.333,5.0,0.471,0.816
五位警花联手很费力才拿下男子,5.0,7.0,0.0,1.0
这种随心的畅快,7.0,5.25,0.0,0.829
女子遭凌虐肢解,2.0,6.5,0.0,0.5
我怎么可能胜任,3.0,6.333,0.0,0.471
脖子上系著加重的锚,3.5,4.25,0.5,0.433
很乖很温顺一直在我脚边闻闻还让我摸摸而黄,7.0,5.25,0.0,0.829
被角斗士灵巧挡下来,5.0,4.5,0.0,0.866
真的是每次测出来后就能感受到其实普通人的味觉还是蛮不灵敏的,3.667,4.0,0.471,2.16
日常中的不寻常,4.667,3.0,0.471,1.633
医院经理赞演出壮丽辉煌,7.0,6.0,0.707,0.707
论当场心肌梗塞的可能233,3.667,1.333,0.943,0.471
是坚守不屈不挠的光环,7.333,6.667,0.471,0.943
这种被窜改内容或被迫改变的案例不只台湾出版物,3.5,5.75,0.5,0.829
关于那些受难者,4.0,3.25,0.0,1.785
我其实不讶异孩子的言谈,5.5,4.333,0.5,0.471
时间只能改变那些原本就不够坚固的东西,4.667,5.333,0.471,1.247
不至合意于米中协议,3.667,4.667,0.471,0.471
第二次世界大战后的瓜分,4.0,5.0,0.816,1.414
寒塔兴致冲冲的跑来找我,6.0,7.0,0.707,2.121
关于饰演各位国手的人选也一直悬而未定,4.333,4.0,0.471,1.414
同样不予以置信,4.0,5.667,0.0,0.471
在各界砸郭人士群策群力,4.333,4.667,0.471,1.247
选举时期的轻忽,4.0,3.25,0.0,1.785
我一点都不隐密,5.333,3.667,0.471,1.247
艾而欧语补习班无预警停业,3.0,5.667,0.816,2.494
此举可以看做是美国特朗普政府上台以后为遏制中国的膨胀而采取的印度太平洋战略的具体且实质性的行动,6.0,4.5,1.0,1.5
台男真的很难取悦,3.0,6.5,0.894,0.5
其实就连美国也是一直是在两者之间来回摇摆的,5.0,4.667,0.0,0.471
当精神紧迫到一个程度,4.0,7.333,0.707,1.7
民主制度是一台设计精巧的机器,6.667,4.667,0.471,0.471
生在一个丧偶式育儿家庭,3.0,4.8,0.0,2.135
甲骨文中国裁员内情,4.0,4.667,0.816,0.471
美国必须撤销所有额外增税,4.5,6.0,0.5,1.581
中方决不屈服于美方极限施压,4.667,3.667,0.471,2.055
到用充足的报酬提供富足和归属感,6.0,4.75,1.414,1.299
突然有点百感交集,4.0,5.8,0.707,1.47
将人生投于赌博的赌徒,4.0,4.5,0.0,0.866
让农地违章工厂取得永久居留权,4.0,4.333,0.0,0.943
长辈们喜出望外,7.0,4.8,0.0,2.135
他寻求初步禁令,5.0,2.75,0.0,1.479
在厌食和暴食中找不到平衡,3.4,5.75,0.49,1.479
里面的地图材质摸起来也很耐用,7.0,3.6,0.894,1.744
蓝芽音响冲去市区送回修理,4.667,5.667,0.471,0.471
生活不是等待暴风雨过去,5.333,5.0,0.471,0.816
的缔造标准必定是,5.0,3.8,0.0,2.315
真是杰出的一手,7.4,6.5,0.49,0.5
微机械是基于晶片制造技术的精密机械,5.0,2.5,0.0,1.5
郭文贵可敬可嘉,6.25,6.0,0.433,0.707
但偶会默默避开这类角色就是,5.0,4.5,0.707,0.5
虞大大慰问五毛弟兄,5.667,4.0,0.471,0.816
早已过了争风吃醋,4.6,4.0,0.49,0.707
跨党派脱欧妥协谈判受挫,3.0,5.25,0.707,0.433
见证与侨界坚韧情谊,6.6,4.6,0.49,1.356
彰县府向妈妈们致意,6.0,5.0,0.0,0.0
却被视为颠覆国家政权暴动事件,2.5,7.0,0.5,0.707
其不过是牲畜恶共的殉葬品,2.0,6.5,0.894,0.5
的比分结束了屠宰场,4.667,4.0,0.471,0.816
近视眼都能看清,5.75,5.5,0.829,0.5
严谨地遵循分形几何从而演化为类似成体的形状,5.667,4.333,0.471,1.7
凡事不要执著固守两位老少个性难处,4.25,4.0,0.433,1.414
王法官因工作突出多次获得中共的嘉奖,7.0,4.5,0.0,0.5
后世多以突出压倒性威严为核心,4.667,4.667,0.471,1.886
然后因为马声望下降民进党攀升的政治能量,5.0,4.333,0.816,1.886
反悔也只有反悔之人声望下降的效果而已,3.5,4.333,0.5,0.943
微信三天不新增会失效,4.333,3.333,0.471,1.7
是呼唤或是抒情,5.5,4.667,0.5,0.471
与生俱来的警觉和生存本领,6.0,3.6,0.0,1.855
其实很难能可贵,7.0,4.75,0.707,2.586
均匀度的火箭飞机都能造,6.4,5.25,0.49,0.829
没有充份理由加息或减息,4.5,3.5,0.5,2.062
外交国安是总统职责,5.0,3.333,0.0,1.7
我给香港特首老同事的一句劝告,4.667,4.333,0.943,2.055
感觉嗓子都可以喷出火了啊,4.5,4.5,0.5,1.5
热中催生能改变世界的计划,6.0,5.0,0.0,0.816
其航行最高时速四十四节约七十多公里,5.0,2.75,0.0,0.829
是福气而引起轩然大波之后,4.0,3.0,0.0,0.0
争做文明有礼萧山人,5.5,5.25,0.5,0.829
整个中国汽车市场就不景气,3.5,5.25,0.5,0.829
倒也足以列入神作殿堂,6.333,5.0,0.471,0.707
连牛奶都未加热,4.0,5.5,0.0,0.5
不因大众的注目而刻意献媚,6.5,4.667,0.5,0.471
也不向愚昧低下头颅,5.0,5.0,0.0,0.0
所得税生涯免除,6.5,2.8,0.5,1.6
过去美国总统及其他国家一直在助长中共这恶势力,3.75,7.25,0.829,0.829
是一种先入为主的刻板印象,3.333,4.667,0.471,1.247
且工业类别详尽,6.333,4.6,0.471,0.49
鉴赏等诸多才艺于一身,6.6,4.5,0.49,0.5
这一词我觉得较为妥当,6.667,5.0,0.471,0.0
后遗症是总有梦魇盘旋,3.0,5.667,0.0,0.471
再搭配有光泽的底妆,6.0,4.0,0.0,0.0
今年年初移植后复发,3.0,4.2,0.0,1.47
香蕉人天天舔人家屁眼,2.0,8.0,0.0,0.0
三者合一便构成如此风流雅致的姿态,7.0,6.0,0.707,0.0
负有政治辅导责任的教师,6.5,2.0,1.118,0.816
老师们难免满腹怨言,4.0,4.4,0.0,1.744
逢此殊胜日请尽力行善,6.0,6.0,0.816,2.16
骑上健壮的俊马,6.667,4.0,0.471,0.816
丰顺安康的祈福,7.0,4.75,0.0,0.829
偏东风晴朗炎热,5.667,2.333,0.471,0.471
昨晚下了那样的暴雨,4.333,5.0,0.471,0.816
每一条都是特许中国,4.0,6.25,0.0,0.829
而不是退缩至墙角被人屠戮,3.8,6.5,0.98,1.118
如梦般迷离又明晰,6.0,4.667,0.816,1.886
发总统褒扬令给台共战士黄圳岛,6.333,3.333,0.471,1.247
邮政传情欢庆母亲节,6.667,3.0,0.471,0.816
因此中共设法耐心劝阻引导那里的人改吃狗肉,4.5,5.667,1.118,0.471
至今依然吃人肉民风猖獗,3.333,5.0,0.471,0.816
我从来没见过一个专心于自己成就的人每天被家人之间的矛盾弄得心神不宁,3.667,6.667,0.471,0.943
表面上情投意合,4.0,4.667,0.0,0.471
我在微博经常提到天涯历知幸咪蒙的火爆,5.0,4.333,0.0,2.055
是展现在它负势向上高耸入云的蓬勃生机中,6.4,4.2,0.49,1.47
哪有权力的集中和为所欲为,3.0,4.75,0.0,0.829
跪成化石也没用,3.5,4.75,0.5,1.299
某些产品可以豁免,6.25,4.0,0.433,0.707
入贸协首肯照规,5.0,1.0,0.0,0.0
还是用刀片式吉利泡沫就,5.0,5.333,0.707,0.471
还在这洋洋自得,3.667,6.333,0.471,1.247
这两个不相等的懂吗,3.5,7.0,0.5,0.0
可支那的地盘49年以来一直在缩小,3.333,5.333,0.471,1.247
或者胡德平的妻子现在光彩集团董事长王颖吧,5.0,4.5,0.0,0.5
都是望子成龙望女成凤的,6.0,6.0,1.0,1.0
和其小助手帮我捏的人设们,5.25,3.0,0.433,0.894
只要我们宣传得力,6.0,5.75,0.0,1.299
小人醉心于个人名利,3.0,5.0,0.0,0.0
那么这个王国就会永远繁盛下去,7.0,5.25,0.0,0.829
画画的时候脑海里浮现在我受难的时候,4.0,4.6,0.0,1.744
末世当防备法利赛人的酵,3.0,4.0,0.0,0.0
印出来也比较细致,7.0,4.5,0.0,0.5
无你老豆咁咪无依家?你啰,5.0,5.0,0.0,0.0
唔理个塔大技紧要,5.0,4.0,0.0,0.0
美国终于出了个敢于与中共较劲的商人总统川普,6.4,7.25,1.2,1.299
手表批发一件代发,5.0,3.0,0.0,2.0
漫无目的的游荡,4.333,3.667,0.471,0.471
灵苗尚自无均等,4.667,3.667,0.471,1.247
而且我没有精细度,4.5,2.5,0.5,1.5
的理念奋勇向前,6.0,4.0,0.707,2.739
子瑜本人像仙女一定是无庸置疑的,8.333,8.667,0.471,0.471
无论是你心虚的激昂陈词,3.6,6.0,0.49,1.414
只是感觉镜头可捕捉,5.0,3.2,0.0,1.47
仲要为自己日日加班忙碌引以为傲,5.333,6.0,0.943,0.816
逼仄狭窄的西班牙人区,3.4,5.25,0.49,0.829
桑塔露琪亚的小船在摇晃,5.0,2.25,0.0,1.299
街上所有车子都很有耐性的等他们离开,6.0,5.0,0.0,0.0
如果大家都生活富足了,5.5,4.0,0.5,1.0
我也感到与有荣焉,6.5,5.2,0.5,1.47
能让我看到兔子被偶像点名债D的表情,6.0,4.333,0.816,2.494
她传统文化的造诣,6.0,5.333,1.0,0.943
完全感觉不到丝毫的科学性,4.0,4.5,0.0,0.866
我真的是用尽各种方法买了无数,5.0,7.0,0.707,0.816
我家杂物间都要堆起满满全新只用过一分钟的灯管了,4.333,5.667,0.471,1.247
奋发牛得心应手,6.667,6.333,0.471,0.471
但油炸后分解更多的芳香脂类物质,5.0,3.6,0.707,1.2
这趟旅程真的不怎么令人尽兴,3.0,4.667,0.816,0.943
延迟的工作进度啊啊啊,3.4,8.0,0.49,0.707
然后梦中把舌头脸颊咬得都是破洞,4.0,4.75,0.707,0.829
现在下定论还是为时过早,5.0,5.25,0.0,0.829
你地唔使灰心㖞,3.75,6.0,0.829,1.414
偶尔在阴雨绵绵的夜晚,4.4,3.25,0.49,0.829
孙立勇就是独裁专制的不法之途,3.0,6.0,0.0,0.0
我们家去参加了表叔女儿的喜宴,6.5,4.0,1.5,1.0
报喜不报忧都唔系第一次?事啦,5.5,6.5,1.5,0.5
司法部扣留北韩货船抵美属萨摩亚,4.5,3.0,0.5,2.0
卷宗丢失调查取得进展,5.667,3.333,0.471,1.7
4军事政变推翻反人类,4.0,6.0,0.816,1.414
有时条裙条裤短少少,4.333,3.333,0.471,0.943
刘特佐在外风流快活,3.75,4.0,0.829,0.707
唯有两条街道卖淫嫖娼的违建至今违建不拆,2.667,5.0,0.471,1.414
富丽堂皇假炫富,3.75,6.0,0.433,0.707
控告中央选举委员会,3.667,5.0,0.471,2.449
重庆市万州区人民法院开庭审理了一起敲诈勒,4.667,4.333,1.247,1.7
刚进去的时候全家呼天抢地地喊冤,2.5,8.5,1.5,0.5
李倩怡潜逃至台湾首度发声,5.333,3.333,0.471,0.471
请给捷克广告委员会发一封异议邮件!,4.0,5.75,0.707,1.785
南华早报才是党内派系的传声筒,4.6,5.5,0.49,1.118
今天我和老公不约而同的默默看著女儿和另一个小孩相撞,4.0,4.0,0.0,0.0
还会脱力到直接昏倒,4.0,5.5,0.0,0.5
曾经有过一个很轰动的帖子,5.0,8.5,0.0,0.5
一系列目标上倍下赌注,5.0,4.0,0.0,1.0
也只能继续用我纤细的双手,5.0,3.0,0.707,1.581
为了突显自己的清高,3.667,6.333,0.471,0.943
之后梁某抢夺拉拽方向盘,3.75,6.25,1.299,1.785
男子以身体人肉挡车门令列车受阻,4.0,4.6,0.0,1.855
态度不是像川普直呛文雅些,6.0,6.0,0.707,0.707
欲根除基督教信仰,4.0,4.667,0.816,2.625
还记得团委从我手里抢走的五块钱,4.0,4.0,0.0,0.816
当时以色列南部发出空袭警报,3.4,2.5,0.49,1.118
终于不是万年负数,6.5,6.0,0.5,0.707
同样的战术窘境,3.667,3.667,0.471,1.886
在荒废之地找出生,5.5,4.5,2.5,1.5
焚烧橡胶产生大量浓烟影响全市空气品质,3.0,4.4,0.0,1.744
火势终于在今天清晨4点多扑灭,5.0,4.333,1.414,2.357
本次万安演习不会有手机警报,5.0,2.0,0.0,0.707
少年聚众喝酒起口角,3.0,4.25,0.0,1.92
修改法规又冗长费时情况下,3.5,3.5,0.5,1.5
淡北道路未知数,4.5,4.0,0.5,0.816
倾倒出异香盈室的酒液呈现乌金色,5.333,4.0,0.471,2.121
除非他已经丢辞呈出去了,3.667,5.333,0.471,1.7
如果大陆用美国这套混帐制度,3.0,6.5,0.0,0.5
但你一辈子都是残废,3.0,6.0,0.707,0.707
热切期待尽早实施,6.5,6.4,0.5,1.744
令香港陷于万劫不复之地,3.0,5.5,0.894,0.5
一定要他超凡入圣才肯向他下跪,4.5,5.667,0.5,0.943
这就是我们心仪的美国总统,6.667,5.667,0.471,0.943
照耀著所有阴霾,6.5,5.5,0.5,0.5
否则这辈子的后果堪虑啊,3.0,7.0,0.0,1.0
于是三重厚道就指著我说,5.0,6.0,0.0,2.0
怎么了有什么地雷吗,4.0,5.0,0.0,0.816
现在就日本人大喜,7.333,5.667,1.7,2.494
不以为然的奇事多了,4.6,5.0,0.49,0.707
被犯规很少有哨,5.333,4.333,0.471,0.471
把内战责任完全推给国民政府称国民党撕毁了政协协议,3.5,6.0,0.5,0.816
有大夫说是心血管痉挛,4.0,6.0,0.0,0.0
这比言论审查更退步,3.0,5.25,0.0,1.479
玷污国家形象不知耻,2.333,7.0,0.943,0.0
由于水果价格浮动,4.0,4.333,0.0,0.471
可说是普世欢腾,8.0,6.2,0.894,2.04
但是进展太迟缓,3.0,5.5,0.0,0.5
则是悠哉地俯瞰风景翱翔,6.333,4.667,0.471,0.471
不能被负面能量冲昏头迷失自我,6.0,5.667,1.633,2.055
当年俺也是暴徒,4.8,6.25,1.833,0.433
少来挑拨离间这一套了,3.6,6.25,0.49,0.433
把残骸秘密放置中共驻南大使馆地下室,5.0,6.0,0.0,2.0
宅宅的钱包也不堪负荷,3.75,6.0,0.433,0.0
流失血液里的执著,4.5,4.5,0.5,0.866
而且放在客厅乏人问津,4.0,4.75,0.0,0.829
延缓经济垮塌的程序,6.0,3.75,0.0,1.299
妈啊我担负不起,2.5,7.5,0.5,0.5
但还是有点点泄漏一声,4.0,3.5,0.0,1.5
还是另有图谋呢,4.0,5.667,0.0,0.943
女配压倒性比原女主美,6.5,4.8,0.866,2.04
无论既遂或未遂,4.333,4.333,0.943,1.7
飞机其他部分和失事原因以及飞行员下落依然是个谜,3.333,3.25,0.471,1.785
事出反常必有妖,4.0,5.75,0.0,0.829
如果你们沃草连手机民调的弊端都看不出来,2.5,6.75,0.5,0.829
施以狮虎式的教育,4.333,5.0,0.943,2.16
美国和英国共谋语文建议,5.4,3.2,0.49,1.6
西语裔男8大道行窃,3.4,3.5,0.49,0.5
低浓度阿托品眼药水可减学童近视加深速度七成,6.5,5.5,0.5,1.118
你们共匪军舰自己炸毁了,5.333,5.0,1.247,1.633
一夜清寒侵幽巷,5.0,3.0,0.0,1.673
说著言不由衷的谎言,3.0,3.75,0.0,1.09
说点万念俱灰的话,3.5,5.25,0.5,0.829
比起除地上的杂草,5.0,2.333,0.0,0.471
被泰国政府查禁,2.5,3.25,0.5,1.09
毕竟跟病菌一样,3.333,4.333,0.471,1.247
人格塌陷的恶棍,3.667,5.0,0.471,0.0
卡在时间裂缝的男人,5.0,2.667,0.0,1.247
主子们分赃不均吵吵架是常态,3.5,5.0,0.5,0.0
纸束纸束败北者,4.0,5.0,0.816,0.816
早上去耳鼻喉诊所看说我可能是耳石脱落,4.0,3.0,1.0,1.0
今天有只拉布拉多很机灵,6.6,4.0,0.49,0.707
我看我自己做菜有碍到人,4.0,5.75,0.0,0.433
结果就只是单纯的不欢而散,3.0,5.0,0.0,0.816
王莽谦恭未篡时,7.0,1.0,0.0,0.0
当时的台湾太富饶,5.0,4.2,1.789,1.833
而被蒋介石觊觎,4.0,3.0,0.0,1.633
但是我已经头昏到一个快昏倒,3.0,7.0,0.0,0.816
的算写的工整的了,6.0,4.5,0.0,0.5
市长引咎辞个职先吧,3.333,6.0,0.471,0.0
最近开始找回神魔的热忱,6.0,5.75,0.0,0.829
而今如履薄冰的句句诺言,3.333,5.667,0.471,1.886
中华民族可会一蹶不振,3.333,5.0,0.471,0.816
去剪头发被设计师说看动物星球频道感觉很博学,6.667,4.333,0.471,0.943
郝安祥到徐寅筌家,5.0,2.8,0.0,1.833
让他的心变得率直,6.6,4.2,0.49,1.47
妳算是知性型的女仆,6.75,3.0,0.433,1.414
意犹未尽的满载而归,7.0,6.25,0.0,1.299
只是比起波澜壮阔,4.333,4.333,0.471,0.471
就应该直截了当表达,5.5,4.4,0.5,2.417
潘家铮等德高望重的科学家,6.333,5.0,0.471,0.816
不为浩瀚天宇的熠熠星辉而迷乱,6.5,3.5,0.5,2.062
一位哲人曾说过,5.0,1.333,0.0,0.471
这两个家伙真的情比金坚鹣鲽情深,7.0,5.25,0.0,0.433
活得这么直线真是羡煞人也,6.6,5.25,0.49,0.433
其实嘟嘟站起来是不胖的,6.0,2.333,0.0,1.886
某王爷意味深长地勾了勾唇角,4.667,4.667,0.471,1.7
我们承衍是个很有才气的孩子,7.0,5.5,0.0,0.5
日久生情百年难遇,6.0,6.0,0.707,1.0
和圣徒洛中九老会,5.0,2.8,0.0,1.6
我觉得只是被放在旁边的泰泰很安适了真的,5.667,4.333,1.247,2.055
贤明女子学院高校生,5.333,3.667,0.471,1.247
当时大家的焦点在于会否动武,5.0,4.333,0.0,2.055
而以为中国资金可以带动迟滞的欧陆经济,4.0,5.0,0.0,0.0
五四谣传北洋政府要签协议,5.0,3.5,0.0,2.5
邀请你一同探索潜藏内心,6.0,3.667,0.816,1.247
美国有军人被共产党俘虏,4.0,6.0,0.0,0.816
让大量低频率人类退场,4.333,4.0,0.471,2.16
这样的行为不容姑息,5.333,6.667,2.055,1.7
老了少了睪固酮就少了冲劲,4.333,4.333,0.471,1.247
也会来问一句都感到很窝心,7.0,4.667,0.0,1.247
要让邪教信众戒除邪教,6.667,5.333,0.471,1.247
有海纳百川的雅量,8.5,4.4,0.5,1.744
霸权背后的悲悯与施舍,3.0,4.5,0.0,0.5
我点著头很庄重地点著头,6.5,5.75,0.5,1.299
这是何等悦耳的声音,7.6,5.25,0.49,0.829
但这是虚无的诗意,4.667,3.333,0.471,1.247
只有你这爷们弄到精疲力尽,4.5,6.0,0.5,0.816
平心静气太难了,4.0,5.667,0.0,0.471
恭敬顶礼本师大悲尊,7.0,7.0,0.0,0.0
你一定认识一些勤勉持家的女性,6.0,4.333,0.0,2.055
要赠送经过开化寺注生娘娘加持,6.333,4.0,1.247,1.414
1948年中国物产丰饶,6.5,3.0,0.5,2.0
虽然这版本的多罗罗一样刚毅的个性像爸爸,4.75,4.4,0.433,1.625
万物繁茂的季节,8.0,3.5,0.707,0.866
是寂静角落育出的的渴盼,5.667,5.333,0.471,0.943
建国你多担待点,5.0,4.0,0.0,2.16
因点状衣更显腹部丰腴,4.0,5.0,0.0,0.707
彭斯副总统一样有决断力和执行力的议员,6.5,6.0,0.5,0.816
有些人就是选择性失明,3.0,6.5,0.0,0.5
它的裂痕始终存在,3.0,6.25,0.0,1.299
这场相互利用的关系很快就将结束,3.667,6.0,0.471,0.816
黑社会上门闹事,3.0,5.75,0.0,0.829
共和党胜选的可能性渺茫,3.5,3.75,0.5,1.299
也可以在一定程度上抵消更高关税所带来的成本,6.333,4.333,0.471,0.943
你不用避重就轻啦,3.667,6.333,0.943,0.471
大量狗官携巨款外逃不敢追捕,1.667,7.667,0.471,0.471
而且不受防火墙阻隔,5.75,5.25,0.829,0.829
并质疑窒碍难行,4.0,4.667,0.0,0.943
所幸柜子看起来还是蛮牢固的,6.0,5.25,0.0,1.09
从你嘴里说出简直像天籁,7.0,6.333,0.0,0.471
这不算是简朴吧,4.4,5.75,0.49,0.829
虽然他说这当消遣,4.4,4.75,0.49,0.433
用在生活激荡不同的美感,7.0,3.667,0.0,0.943
我应该多产点粮,5.5,3.2,0.5,1.6
的推总会有莫名的喜感,7.0,6.0,0.0,0.707
一贤人进则望治,7.333,6.0,0.471,0.0
贝勒爷您是已经被天霸的美貌俘获了哟,6.333,6.667,0.471,0.471
万事只求半称心,5.667,2.333,0.471,0.471
伊斯兰看看这牌坊立的多么贞洁,6.0,5.0,0.0,0.0
燕施恩走出医院的那段话太揪心了,3.0,7.0,0.0,0.707
总有少量虔信的人不吃他们那一套,4.5,5.0,0.866,1.225
原来是这样练成的,5.667,5.0,0.471,0.816
越是觉得自己很厉害而自满的人,4.333,5.333,0.471,1.247
